ID,Title,Genres,Synopsis,Rating,Image
391,Tales of Phantasia The Animation,"Adventure, Fantasy","Tragedy strikes the lives of Cless Alvein, a young swordsman, and Chester Barklight, a young archer, as they return to their village of Totus to find it razed to the ground by the mysterious Black Knight. To take over the world, the Black Knight seeks to claim the power of the Demon King, Dhaos—sealed away by the ancestors of Cless and a young cleric named Mint Adnade. Dhaos' reawakening signals not only the end of the Black Knight, but potentially the world. Cless and Mint must now journey a century into the past to rally allies capable of vanquishing the Demon King once and for all.  Tales of Phantasia The Animation follows Cless and Mint's journey through time to long ago, where they forge an alliance with the half-elf sorceress Arche Klaine and the summoner Klarth F. Lester. Together, they strive to defeat Dhaos and his army in saving the past as well as the years to come.","6,76",https://cdn.myanimelist.net/images/anime/11/78319.jpg
392,Yuu☆Yuu☆Hakusho,"Action, Fantasy","One fateful day, Yuusuke Urameshi, a 14-year-old delinquent with a dim future, gets a miraculous chance to turn it all around when he throws himself in front of a moving car to save a young boy. His ultimate sacrifice is so out of character that the authorities of the spirit realm are not yet prepared to let him pass on. Koenma, heir to the throne of the spirit realm, offers Yuusuke an opportunity to regain his life through completion of a series of tasks. With the guidance of the death god Botan, he is to thwart evil presences on Earth as a Spirit Detective.  To help him on his venture, Yuusuke enlists ex-rival Kazuma Kuwabara, and two demons, Hiei and Kurama, who have criminal pasts. Together, they train and battle against enemies who would threaten humanity's very existence.  [Written by MAL Rewrite]","8,46",https://cdn.myanimelist.net/images/anime/1228/111372.jpg
393,Escaflowne,"Adventure, Drama, Fantasy, Romance, Sci-Fi","Hitomi Kanzaki is in a very depressed mood. She only wants to sleep and fade away. Her misery summons Lord Folken who sends her to Gaea. The people of Gaea think she is the Wing Goddess, who can call upon the legendary Dragon Armor called Escaflowne. On Gaea, King Van, the sole survior of the White Dragon Clan, is also in a depressed state. Swearing an oath to get his revenge on the Black Dragon Clan that obliterated Van's kingdom, he lives by the sword. Now that the Wing Goddess has finally appeared, she posseses Gaea's world fate in her heart. Escaflowne will either lead Gaea to peace or total ruin.  (Source: ANN)","7,05",https://cdn.myanimelist.net/images/anime/1539/94517.jpg
394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Romance","Two years after meeting Aoi, Kaoru and gang are still up to their normal habits. Kaoru now in grad school and the tenants being as rowdy as ever what will become of Aoi and Kaoru's love.  Two years has passed since Aoi and Kaoru were freed from the bonds of their families. They continue to live their normal lives with their usual friends in their house.","7,11",https://cdn.myanimelist.net/images/anime/10/71425.jpg
395,Gantz 2nd Stage,"Action, Drama, Horror, Sci-Fi, Suspense","Despite having seemingly returned to their normal lives, Kei Kurono, Masaru Katou, and Kei Kishimoto are forced back into the lethal game after Gantz's recent activity. The black sphere continues to summon recently deceased people to fight alien invaders. And having survived the two previous encounters, the trio are more than prepared for the upcoming missions.  As they progress through the tournament's stages, the three proceed in their attempt to earn 100 points, which is said to be the only way to leave the parallel dimension for good. However, with the constant onslaught of alien invaders and the threat of imminent death, they must first focus on the task at hand—immediate survival.  [Written by MAL Rewrite]","7,01",https://cdn.myanimelist.net/images/anime/10/23247.jpg
396,Seikai no Senki,"Action, Romance, Sci-Fi","Three years since the end of their intergalactic excursion, both Lafiel Abriel and Jinto Linn have reunited; Lafiel as the captain of the attack ship Basroil and Jinto as her supply officer. The restart of the war between the Abh Empire and the Triple Alliance thrusts the inexperienced duo into the forefront of the deadly conflict.  As the catastrophic battle between pure humankind and their greatest creation, the Abh, rages on, both sides accept that their conflict is not merely about territory, but about settling the inherent differences between themselves.  [Written by MAL Rewrite]","7,65",https://cdn.myanimelist.net/images/anime/11/61111.jpg
397,Seikai no Senki II,"Action, Romance, Sci-Fi","Due to a lack of ambassadors for the recently-conquered worlds the rapidly advancing fleet of the Bebaus brothers leave behind, Lafiel is appointed Territorial Ambassador of the planet Lobnas II. Upon arriving to the planet Jinto and Lafiel discover that the planet was used by the United Mankind as a prison planet and now has a million prisoners on the only inhabited island. The prisoners are parted in three blocks. The western where women are housed, the eastern belongs to the men and the central is mixed under the restriction that all prisoners living there are sterilized. The women in the western sector want to emigrate from the planet of fear for the men and when they do the men in the east rebel, overthrowing the guards and capturing Jinto to try to stop the emigration of the women. At the same time an enemy fleet heads toward the system forcing Lafiel to abandon Jinto.  (Source: ANN)","7,78",https://cdn.myanimelist.net/images/anime/12/61109.jpg
398,Seikai no Senki III,"Action, Romance, Sci-Fi","Jinto and Lafiel were riding on a light-armed transport ship ""Bokbrusue"" and navigating at the planar space of the Hyde System. This was for Jinto to govern the Hyde System, which returned to Empirial rule after the Union retreated, officially as an Earl. However, the government of Martin, Jinto`s motherland, resisted obstinately against the Empirial rule. On the other side, ""Daiichi Jyuurin Sentai"" (the First Devastation Fleet), formed with the new ship type ""Attack Vessel"", travelled to the Hyde System for drilling practices, but...   (Source: ANN)","7,62",https://cdn.myanimelist.net/images/anime/11/2755.jpg
399,Seikai no Senki Special,"Action, Romance, Sci-Fi",A compilation of the Seikai no Senki Tokubetsuhens series with additional footage.,"7,16",https://cdn.myanimelist.net/images/anime/3/2754.jpg
400,Seihou Bukyou Outlaw Star,"Action, Adventure, Comedy, Sci-Fi","Gene Starwind has always dreamed of piloting his own ship out into the vast sea of stars. Unfortunately, not all dreams come true, as he spends his days working odd jobs alongside his partner, James Hawking, on the small planet Sentinel III instead. However, this all takes a turn when the duo takes on a job from Rachel Sweet who, unbeknownst to them, is actually a treasure-hunting outlaw. Tasked with protecting a mysterious girl known as Melfina, the meeting irrevocably changes the pair's lives as they are sent out into the great unknown aboard the highly advanced ship, Outlaw Star.   Seihou Bukyou Outlaw Star follows Gene and his ragtag crew as they brave the final frontier, navigating the stars in search of answers to the mysteries surrounding Melfina. Encountering dangerous bounty hunters, space pirates, Taoist mages, and even catgirls, there is sure to be an exhilarating adventure around every corner.  [Written by MAL Rewrite]","7,83",https://cdn.myanimelist.net/images/anime/1868/145122.jpg
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"Drama, Romance","Kaoru goes to the harbor every day to see if Kenshin has returned. After a while, she starts looking back at her life with Kenshin and all the things that have happened.  (Source: ANN)","7,96",https://cdn.myanimelist.net/images/anime/1971/90877.jpg
402,Otogi Juushi Akazukin OVA,"Adventure, Comedy, Fantasy","Long, long time ago there where both science and magic in the human world. But God became afraid of the Human's unlimited potential, so he divided the world into two and sealed them apart. One world with magic and the other one with science.  Suzukaze Souta is a normal boy except that he has the Key in his body to break the Seal. The evil witch Cendrillon want that power and tries to take it. Akazukin and Val, a silver wolf, came from the magic-world to prevent her from that.  A grand story of a boy who will lead a checkered life and girls in fairly lands has just begun.  (Source: AniDB)","6,31",https://cdn.myanimelist.net/images/anime/3/3243.jpg
403,Hanaukyou Maid-tai,"Comedy, Romance, Ecchi","After losing his mother, 14-year-old Taro journeys to Tokyo to live with his grandfather. But he gets the biggest surprise when he discovers that his grandfather's home is a huge mansion with hundreds of beautiful maids ready to serve him. Making matters worse (at least for Taro, but not for our viewing) is that not only does he inherit the Hanaukyo mansion, he gets the services of all of the maids 24 hours a day, 7 days a week.  (Source: ANN)","6,57",https://cdn.myanimelist.net/images/anime/12/3066.jpg
404,Bastard!! Ankoku no Hakaishin,"Action, Adventure, Fantasy, Ecchi","The kingdom of Metallicana is under attack from the Four Lords of Havoc. This party of villains—ninja master Gara, deadly thunder empress Nei Arshes, cold and calculating Kall-Su, and enigmatic dark priest Abigail—will stop at nothing to get what they want, even if it leaves utter destruction in their wake.  High Priest Geo is desperate to help save the kingdom and its people. He unleashes the mighty wizard Dark Schneider, a man who used to be an ally of the villains. Unfortunately, Dark Schneider has his own plans in mind. Will he stop the Four Lords of Havoc or join them in their conquest of the world?  [Written by MAL Rewrite]","6,68",https://cdn.myanimelist.net/images/anime/1419/99205.jpg
405,Blood: The Last Vampire,"Award Winning, Horror, Supernatural","Teropterids are evil beasts which pose as humans and live only to drink human blood. Fortunately for the human world there are groups dedicated to destroying them. A brooding and mysterious girl named Saya is the best teropterid slayer there is, and now, in 1960s Japan, she is sent to a U. S. army base which may be infested...  (Source: ANN)","6,87",https://cdn.myanimelist.net/images/anime/9/18913.jpg
406,Buzzer Beater,"Sci-Fi, Sports","Hideyoshi is a homeless boy living in New York in the near future, who survives by hustling other kids in basketball games. But now he's been drafted into a pro team-a pro team with a very unique goal. There once was a time when humans dominated the game of basketball. But times have changed, and now the physically superior alien players have taken over the game, and there are barely any human players left. But Hideyoshi's team-the first all-human team to compete in the Space League-intends to change all that, and bring the championship back home to Earth.  (Source: ANN)","6,5",https://cdn.myanimelist.net/images/anime/6/57421.jpg
407,Tantei Gakuen Q,"Comedy, Drama, Mystery","Kyuu is your average boy with a knack for logic and reasoning. Desiring to become a detective, he finds out about the existence of the Dan Detective School (DDS); a famed school where students are allowed to bear arms. Together with Megu, a girl with photographic memory, the martial arts master Kinta, the genius programmer Kazuma and the mysterious Ryuu, Kyuu tackles many well planned out crimes, always seeking the truth.","7,73",https://cdn.myanimelist.net/images/anime/1/407.jpg
408,Final Fantasy VII: Last Order,"Action, Adventure, Drama, Fantasy, Sci-Fi","With reports of monsters terrorizing the reactor at Mount Nibel, the Shinra Electric Power Company dispatches their elite fighting force SOLDIER to investigate. Accompanied by fellow SOLDIER First Class Zack Fair and a small contingent of company guards, the war hero Sephiroth is to assess the condition of the Mako reactor at the behest of the company. In Nibelheim, the village that the reactor powers, Sephiroth discovers the source of the monsters and the origins of Shinra's legendary Jenova Project.  Running through the woods months later, Zack is no longer the hero he once dreamt of becoming. He flees from the General Affairs Department of the Shinra Electric Power Company, better known as the Turks, who desperately seek to bury the evidence living within the two.  [Written by MAL Rewrite]","7,28",https://cdn.myanimelist.net/images/anime/7/80623.jpg
411,Gun x Sword,"Action, Adventure, Drama, Sci-Fi","Van, a lanky and apathetic swordsman, is on a journey to kill the murderer of his fiancé. The only characteristic he has to go by is that the murderer has a claw for an arm, hence the murderer being referred to as The Claw Man. During his travels, Van happens to pass through the city of Evergreen, which is defending itself from bandits who aim to rob the city of its treasury. It is in this city that Van meets Wendy Garret, a timid young girl who is looking for her kidnapped brother. When the city pleads for Van's assistance to defend it, he refuses, claiming it has nothing to do with him and thus leaves the city on its own to deal with the peril. Soon after, Van comes across the raiding bandits himself and they eventually tick off the swordsman to a degree where he takes action against them for his own personal vendetta. Surprisingly, Van learns that the bandits had ties with The Claw Man, and in kidnapping Wendy's brother for a reason they did not disclose. After the bandits are dealt with easily, Van and, much to his chagrin, Wendy continue the journey in search of The Claw Man. Little do they know, however, that The Claw Man is involved with something more atrocious than either could fathom.  [Written by MAL Rewrite]","7,25",https://cdn.myanimelist.net/images/anime/3/25380.jpg
412,Kore ga Watashi no Goshujinsama,"Comedy, Ecchi","Izumi Sawatari and her younger sister, Mitsuki Sawatari, have run away from home and are in need of employment. The only jobs available are as maids in the mansion of 14-year-old millionaire, Yoshitaka Nakabayashi. What seems like simple work is soon revealed to be far more than the girls bargained for when they find Yoshitaka to be an authoritative employer who demands they call him ""Master"".   (Source: Sentai Filmworks)","6,51",https://cdn.myanimelist.net/images/anime/11/80500.jpg
413,Hametsu no Mars,"Action, Horror, Sci-Fi","Several months after a probe returning from Mars burns up during reentry, strange creatures dubbed ""Ancients"" begin to appear throughout Tokyo. Aggressive and dangerous, they cannot be killed with ordinary weapons. As scientists struggle to find the cause of their sudden appearance, the monsters wreak havoc across the world.  Humanity finds hope in the form of the MARS suit—a new weapon developed to take down these enemies. The suit, however, can only be worn by those with specific DNA. Enter Takeru Hinata, an ordinary teen with a troubled past and one of the few capable of piloting the only weapon against the Ancients. With the help of the AAST, a special police force established to defeat the dangerous creatures, the young man battles against demons both personal and global whilst trying to discover the true nature of Earth's new aggressors.  [Written by MAL Rewrite]","2,23",https://cdn.myanimelist.net/images/anime/7/68855.jpg
415,Tonari no Yamada-kun,"Award Winning, Comedy, Slice of Life","From squabbles about groceries against the ambient noise of the TV to their daily shenanigans, the Yamada family invites only a few unusual gazes—similar to any typical household. But despite their prickly exteriors, each of them genuinely cares for one another, making sure to smile and laugh through their otherwise dull and mundane lives. Tonari no Yamada-kun is an intimate and fun look into the lives of a typical Japanese family.  [Written by MAL Rewrite]","7,1",https://cdn.myanimelist.net/images/anime/6/64545.jpg
416,Kurenai no Buta,"Action, Adventure, Award Winning, Comedy, Drama, Romance","After a curse turned him into a pig, World War I ace Marco Pagot becomes Porco Rosso, a mysterious bounty hunter who takes down sky pirates in the Adriatic Sea. He whiles away his days on a secluded island, rarely leaving other than to collect bounties or to visit the beautiful Gina, a songstress and owner of the Hotel Adriano.  One day, while traveling to fix his faulty engine, Porco Rosso is gunned down by a young American hotshot named Donald Curtis. Thrilled at the possibility of fame, Donald boldly declares that the flying pig is dead. Not wanting to disappoint Gina, Porco Rosso flees to the famous Piccolo S.P.A. airplane company and takes out a massive loan in order to repair and improve his fighter plane. There, he is surprised to find that the chief engineer of Piccolo S.P.A. is the 17-year-old Fio Piccolo, who hungers for a chance to prove herself. With Fio's improvements, Porco Rosso prepares to challenge Donald officially and regain his honor.  [Written by MAL Rewrite]","7,95",https://cdn.myanimelist.net/images/anime/1728/138709.jpg
417,Ragnarök The Animation,"Action, Fantasy","A great evil is sweeping over the realm; an evil that the young swordsman Roan and his life-long companion, the acolyte Yufa, must face head on! For these two travel toward their destiny, from the highest towers to the depths of the underworld, through forest and desert alike. With an ever-growing cast of fellow heroes, fate will grasp these travelers by their very souls and propel the band of skilled adventurers towards a noble end. Or ignoble, if they don't watch their step!  Monsters are afoot and the way rife with danger and magic, the path forward may be unclear... But where will is strong, there is a way! Lessons wait in the depths of darkness, and good must prevail. The journey starts now!  (Source: FUNimation Entertainment)","6,45",https://cdn.myanimelist.net/images/anime/10/2589.jpg
418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,"Adventure, Comedy","All is well at the Tendo residence when from out of nowhere, a Chinese girl named Lychee appears, seeking revenge on Happosai for a broken promise made since her birth. Things get worse when Kirin and the Seven Lucky Gods appear and abduct Akane to take as his wife. Ranma and the gang must travel to Nekonron, China, and save Akane from getting married to Kirin.   (Source: ANN)","7,23",https://cdn.myanimelist.net/images/anime/13/76023.jpg
419,Samurai Deeper Kyou,"Action, Adventure, Comedy, Supernatural","In the year 1600, at the fog-covered battlefield of Sekigahara, a fierce battle was waged by two exemplary swordsmen. One was Kyoushirou Mibu, a skilled and noble warrior in possession of the unique powers of the Mibu Clan. The other was the thousand-man slayer, with eyes and hair the color of blood, ""Demon Eyes"" Kyou. Their legendary clash was cut short when a meteor from the heavens fell down upon that battlefield, leaving both to vanish in its wake.  Samurai Deeper Kyou begins four years after that battle, when a gun-wielding bounty hunter by the name of Yuya Shiina hunts down Kyoushirou—now a perverted, traveling medicine-man who has built up a large debt. On her way to claim his bounty, they are attacked by an inhuman monster that seeks to devour Kyoushirou. This encounter awakens ""Demon Eyes"" Kyou, whose mind has been trapped inside of Kyoushirou's body ever since that fateful battle. Thus begins a grand tale of legendary two swordsmen and the discovery of their secrets.","6,89",https://cdn.myanimelist.net/images/anime/4/23744.jpg
420,Spriggan,"Adventure, Sci-Fi","Long before the era of prehistoric man, an advanced alien species inhabited Earth. Negligent of the power they held, these beings ultimately caused their own demise. However, the aliens left behind a warning to future civilizations on indestructible tablets: to destroy any remains of the ruinous technology created by their kind.  In modern times, the ARCAM Corporation and their paramilitary unit—the Spriggans—seek to seal the relics away and prevent renegade actors from exploiting their powers. Following ARCAM's recent discovery in the Ararat Mountains of what is believed to be the mythic Noah's Ark, Spriggan Yuu Ominae has been dispatched to investigate.  However, the site is ambushed by the US Machine Corps—a radical faction of the Department of Defense led by Colonel MacDougall. On the Pentagon's orders, MacDougall seeks to secure ARCAM's lead scientist and seize the artifact. Teamed up with fellow Spriggan Jean Jacquemondo, Yuu must stop MacDougall and the Machine Corps' elite soldiers from advancing on the Ark before it is too late.  [Written by MAL Rewrite]","6,68",https://cdn.myanimelist.net/images/anime/1549/134328.jpg
421,Stratos 4,"Comedy, Sci-Fi","The Earth has developed a defense system against large meteorites that are on a collision course with it. This protection system is made up of the Comet Blasters based in several space stations as the 1st line of defense, using nuclear warheads launched by spaceships. The 2nd line of defense consists of the Meteor Sweepers launching from ground airbases using hypersonic planes with special missiles to deal with the resulting debris from the blasts. Mikaze is a troubled girl that is a trainee pilot for a Meteor Sweeper team that dreams of becoming a prestigious Comet Blaster pilot. Stratos 4 revolves around Mikaze's and her teammates' challenges to become real pilots, while the Earth faces the threats that come from space.  (Source: ANN, edited by Falre)","6,62",https://cdn.myanimelist.net/images/anime/8/67337.jpg
422,Stratos 4 OVA,"Comedy, Sci-Fi","After successfully returning to Earth on the renovated Stratos 4, the four main characters are visited by the Comet Blasters Chizuru Kubo and Annette Kerry, who bring them a shocking video.  Meanwhile, Orbital Station 7 is in serious trouble...  This two-episode OVA comes between the first and second seasons.  (Source: ANN, edited by Glenn Magus Harvey)","6,64",https://cdn.myanimelist.net/images/anime/7/7664.jpg
423,Stratos 4 Advance,"Comedy, Sci-Fi","Having failed the Comet Blaster exams mysteriously, Mikaze and her friends are sent back to the Shimoji Island base, where, with three new Meteor Sweeper trainees around, they have been promoted to instructor positions.  Meanwhile, more comets are on their way to Earth, and the mysteries behind the rift in the Cosmic Emergency Management Agency—as well as the alien parasites—begins to unravel.","6,75",https://cdn.myanimelist.net/images/anime/7/67335.jpg
424,Dirty Pair,"Adventure, Comedy, Sci-Fi","If you're in a big trouble, call the World Welfare Work Association or WWWA. They will send out a team of highly trained capable agents called Trouble Consultants who can solve your problems. But if the team they send you is the Dirty Pair, there will be a lot of collateral damage aside from solving your problems.  (Source: AniDB)","7,21",https://cdn.myanimelist.net/images/anime/2/20673.jpg
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,"Boys Love, Comedy, Sports","Kubota Makoto and Tokitoh Minoru (characters from Kazuya Minekura's manga Wild Adaptor—though no reference is made to the darker storyline of WA in this light-hearted anime)—are the muscle of their high school's all-powerful student council. They defend the student body from disorder—generated by both humans and demons—while avoiding their classes.  (Source: ANN)","6,34",https://cdn.myanimelist.net/images/anime/7/31701.jpg
426,Final Fantasy,"Action, Adventure, Comedy, Fantasy","Two hundred years have passed since the hero Bartz and his companions saved the inhabitants of Planet R—a world where crystals control the natural elements—from the threat of Exdeath. However, agents of the wizard Ra Devil steal the crystals of Earth, Fire, and Water. With three of the four crystals in his possession, Ra Devil seeks to claim the Wind Crystal, the final piece he needs to summon the destructive god Deathgyunos.   Novice summoner Linaly—a direct descendant of Bartz—lives with her grandfather Hassam. After receiving an ominous message about the Wind Crystal, Hassam travels to the Wind Temple. Concerned for his safety, Linaly suggests that they make the journey together. On their trip, they encounter Prettz, a rowdy yet amiable swordsman, who is captivated by the young girl and accompanies the duo for his own mysterious reasons.  During a battle, an antlion monster injures Hassam, leaving him bedridden. As a result, the responsibility of securing the Wind Crystal falls on Linaly, with Prettz assuming the role of her guardian as they continue their perilous adventure.  [Written by MAL Rewrite]","6,06",https://cdn.myanimelist.net/images/anime/10/88663.jpg
427,Kaleido Star,"Comedy, Drama, Fantasy","The Kaleido Stage is known throughout the world for captivating audiences with its amazing acrobatics, innovative routines, and extravagant costumes and sets. It is a place for guests to believe in magic, and Sora Naegino wants nothing more than to be a part of that magic—by becoming an acrobat for the famed circus herself.  To realize her dream, she travels from Japan to California to audition for a place in the group. However, Sora learns that she needs much more than her natural talent to bring joy to the faces in the crowd. She quickly discovers just how difficult it is to be a professional performer where the stakes—and the stunts—are higher and mistakes spell danger! To put on performances worthy of the Kaleido Stage, she will need to endure rigorous training, unconventional assignments, fierce competition, and the antics of a mischievous spirit named Fool.  Can Sora reach new heights, make new friends, conquer her fears, and surpass her limits to become a Kaleido Star?  [Written by MAL Rewrite]","7,9",https://cdn.myanimelist.net/images/anime/1230/98847.jpg
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,"Adventure, Comedy, Drama","Sora Naegino has finally consolidated herself as Kaleido Stage's greatest star ever, and a new star starts to shine as Rosetta Passel is selected to participate in the next attraction in a main role. But when things start to go wrong in the rehearsals, Rosetta starts to question her abillity to take the role, as her own capacity to remain in Kaleido Stage. Meanwhile, Fool also struggles with his demons from the past.","7,45",https://cdn.myanimelist.net/images/anime/10/23761.jpg
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"Comedy, Drama","Layla is going to perform Phoenix in Broadway. Playing this important role, she sets out on a journey by bicycle alone without leaving any message in order to find out what she's missing inside.","7,84",https://cdn.myanimelist.net/images/anime/7/28863.jpg
430,Fullmetal Alchemist: The Conqueror of Shamballa,"Action, Adventure, Award Winning, Drama, Fantasy","In desperation, Edward Elric sacrificed his body and soul to rescue his brother Alphonse, and is now displaced in the heart of Munich, Germany. He struggles to adapt to a world completely foreign to him in the wake of the economic crisis that followed the end of World War I. Isolated and unable to return home with his alchemy skills, Edward continues to research other methods of escaping the prison alongside colleagues who bear striking resemblances to many of the people he left behind. As dissent brews among the German citizenry, its neighbors also feel the unrest of the humiliated nation.  Meanwhile, Alphonse continues to investigate Edward's disappearance, delving into the science of alchemy in the hopes of finally reuniting with his older brother.   [Written by MAL Rewrite]","7,5",https://cdn.myanimelist.net/images/anime/1707/94039.jpg
431,Howl no Ugoku Shiro,"Adventure, Award Winning, Drama, Fantasy, Romance","That jumbled piece of architecture, that cacophony of hissing steam and creaking joints, with smoke billowing from it as it moves on its own... That castle is home to the magnificent wizard Howl, infamous for both his magical prowess and for being a womanizer—or so the rumor goes in Sophie Hatter's small town. Sophie, as the plain daughter of a hatmaker, does not expect much from her future and is content with working hard in the shop.   However, Sophie's simple life takes a turn for the exciting when she is ensnared in a disturbing situation, and the mysterious wizard appears to rescue her. Unfortunately, this encounter, brief as it may be, spurs the vain and vengeful Witch of the Waste—in a fit of jealousy caused by a past discord with Howl—to put a curse on the maiden, turning her into an old woman.  In an endeavor to return to normal, Sophie must accompany Howl and a myriad of eccentric companions—ranging from a powerful fire demon to a hopping scarecrow—in his living castle, on a dangerous adventure as a raging war tears their kingdom apart.  [Written by MAL Rewrite]","8,67",https://cdn.myanimelist.net/images/anime/1470/138723.jpg
432,Iria: Zeiram The Animation,"Action, Adventure, Sci-Fi","Iria is the story of a girl and the Alien being she loves to hate. The series begins with her brother, Gren, taking a job. He is a bounty hunter, and one well known for his incredible skill. Iria, being a skilled apprentice bounty hunter herself, tags along. What is the job, one might ask. It is to find out what has happened to the crew and cargo of a Space Station. Needless to say, nothing is as it seems, and the war between Iria and Zeiram begins in earnest.","7,05",https://cdn.myanimelist.net/images/anime/1193/112905.jpg
433,"Kumo no Mukou, Yakusoku no Basho","Award Winning, Drama, Romance, Sci-Fi","Hiroki Fujisawa and Takuya Shirakawa harbor admiration for two things in their life: their classmate Sayuri Sawatari and the vast Ezo Tower that stands boundlessly across the Tsugaru Strait. Fascinated by the limitless structure beyond their reach, Hiroki and Takuya begin constructing an aeroplane from a fallen drone they discovered—naming it the Bella Ciela—to fulfill their dream of one day reaching the sky-scraping top of the tower. Later joined by the girl they love, Hiroki and Takuya promise Sayuri to fly with her to the seemingly otherworldly top together. However, Japan has suffered a North-South partitioning that has fueled conflict near the base of the tower, which marks the border between the America-controlled Southern islands and the Northern lands occupied by the Soviet Union.  Further along, Sayuri suddenly disappears, and Hiroki and Takuya never see her again. Unbeknownst to them, she fell victim to a sleeping disorder that left her comatose for the past three years. Although Hiroki and Takuya later learn about Sayuri's condition, they also discover that the girl's unconscious state is oddly linked to the same tower the trio had promised to conquer together.  [Written by MAL Rewrite]","7,43",https://cdn.myanimelist.net/images/anime/1725/133738.jpg
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,"Action, Adventure, Fantasy","The young and beautiful Lemnear's home village is destroyed and her brother is taken away. Lemnear swears to kill the evil wizard Gardin who is responsible for the disaster. With her allies Lemnear goes on a journey to take her revenge. She doesn't know, though, that there is someone above Gardin...   (Source: ANN)","5,53",https://cdn.myanimelist.net/images/anime/8/26903.jpg
435,Magic Knight Rayearth,"Action, Adventure, Comedy, Drama, Fantasy","Hikaru Shidou, Umi Ryuuzaki, and Fuu Hououji are strangers brought together by fate when they meet during a seemingly normal field trip to Tokyo Tower. Accompanied by a great flash of light, they hear a mysterious woman's plea to save ""Cephiro,"" and the junior high heroines are suddenly swept away by a giant flying fish. Afterwards, they arrive in an unknown land, where they encounter a man called Master Mage Clef.  Clef informs the girls that they were summoned by Princess Emeraude to fulfill their destinies as Magic Knights, restoring peace and balance in Cephiro. The formerly lively and peaceful land has been in disarray ever since High Priest Zagato imprisoned the princess, who acted as Cephiro's pillar of stability. The Magic Knights reluctantly accept Clef's words as truth and embark on a journey to save Cephiro from the clutches of evil.  [Written by MAL Rewrite]","7,45",https://cdn.myanimelist.net/images/anime/1683/97042.jpg
437,Perfect Blue,"Avant Garde, Award Winning, Drama, Horror, Suspense","J-pop idol group CHAM! has spent the last two years entertaining its fans. Sadly, all good things must come to an end, and CHAM! must see one of its members, Mima Kirigoe, leave the group to pursue her acting career. While Mima's choice is met with a mixed response, she hopes her fans will continue to support her.  However, Mima's life begins to change drastically after her departure from the group. Wanting to shed her pop-idol image, she takes on a role in a crime drama series, and her career as an actress gradually becomes more demanding and taxing for both Mima and her manager, Rumi Hidaka. To add to Mima's growing unease, an obsessed fan who is incapable of accepting that Mima has quit being an innocent idol, begins stalking her; a new anonymous website begins to impersonate her life with intricate detail; and CHAM! also appears to be doing better without her. One by one, each disturbing development drives Mima to become increasingly unhinged and unable to distinguish reality from fantasy.  [Written by MAL Rewrite]","8,55",https://cdn.myanimelist.net/images/anime/1254/134212.jpg
438,Phantom The Animation,"Action, Drama","Zwei was an ordinary person, until one day, while walking the streets a night, he witnessed a brutal assassination. He managed to avoid the sniper, a young girl named Ein, but was soon captured, and had the memories of his former life erased. He is spared death only by accepting a condition: to train to become an assassin alongside Ein. Now, he must find a way to free himself from this shady world and reclaim his life once again.  (Source: ANN)","6,45",https://cdn.myanimelist.net/images/anime/12/75176.jpg
439,RG Veda,"Adventure, Drama, Fantasy","The fearsome warrior Taishaku-ten rebelled against the world-ruling gods three hundred years ago and began his own oppressive reign. His dominion remained unchecked for years—until one day, the blind prophet Kuyou prophesied that warriors known as the Six Stars and a child of the vanished race called Ashura would defeat Taishaku-ten.   Ashura, marked by his pointed ears and golden eyes; Yasha-ou, a robust warrior; and four other Stars prepare to challenge Taishaku-ten. In order to do so, they must journey across tarnished landscapes and battle monstrous demons that have plagued the land. But as the wheels of fate turn, Ashura and Yasha-ou must find the sixth Star before it is too late.   [Written by MAL Rewrite]","6,04",https://cdn.myanimelist.net/images/anime/1487/112102.jpg
440,Shoujo Kakumei Utena,"Award Winning, Drama, Fantasy, Mystery, Suspense","Years ago, a tragic incident befell a young princess when both her parents died. Devastated, it seemed nothing would calm this poor soul. However, a prince traveling through the area came to see the princess, hoping to cheer her up. After wiping her sorrowful tears, the prince gave her a ring carrying a rose emblem and told her as long as she holds onto the ring, they are destined to meet again. The event leaves a deep impression on the girl, Utena Tenjou, leading her to become a prince herself.   Years later, Utena attends Ootori Academy, recognized by the same rose emblem as her precious ring's. There, attracted by the scent of roses, she witnesses Anthy Himemiya tending the flowers, accompanied by the Student Council President Touga Kiryuu and Vice President Kyouichi Saionji, who seem to be arguing over Anthy. While Utena thinks nothing of the occurrence, the Student Council gathers to discuss an important matter.   Subsequently, a misunderstanding leads to Utena being dragged into the world of Duelists—those with rings similar to her own. The Duelists fight for the ownership of the Rose Bride, Anthy Himemiya, who is said to possess great power. Wanting to prove her capabilities as a prince, and enraged that Anthy is being wronged and objectified, Utena resolves to fight against the Duelists to save her from the cruel fate.  [Written by MAL Rewrite]","8,21",https://cdn.myanimelist.net/images/anime/1078/95285.jpg
